LIEU_IDENTIFIANT,LIEU_LIBELLE,LIEU_MNEMONIQUE,LATITUDE,LONGITUDE,DCSMM_SOUS_REGION,QUADRIGE_ZONEMARINE,DCE_MASSE_EAU,PROGRAMME,TAXON_PRESENT
38094020,"109-P-018 - 16A03 - Plage napoleon",109-P-018,43.3606487948,4.922730093,"DCSMM sous-région Méditerranée-Occidentale","109 - Golfe de Fos","FRDC04 - Golfe de Fos",RINBIO,
42119005,"122-P-100 - 49A0 - Liscu",122-P-100,42.7403411892,9.1683273414,"DCSMM sous-région Méditerranée-Occidentale","122 - Corse Ouest","FREC01AB - Pointe Palazzu - Sud Nonza",RINBIO,
43115001,"120-P-001 - 37A - Etang de palo",120-P-001,41.9469930641,9.4060115073,,"120 - Etang du Palu","FRET04 - Etang de Palu",RINBIO,
60006075,"122-P-148 - Propriano Baraci",122-P-148,41.687407966204,8.90445483806076,"DCSMM sous-région Méditerranée-Occidentale","122 - Corse Ouest","FREC04AC - Pointe Senetosa - Pointe Palazzu",RINBIO,
60004743,"115-P-027 - 31D - Rogliano",115-P-027,42.9747002615168,9.47199959766647,"DCSMM sous-région Méditerranée-Occidentale","115 - Cap Corse - Bastia","FREC02AB - Cap Est de la Corse",RINBIO,
37089376,"105-P-183 - INN - Ingril Nord",105-P-183,43.4498062936,3.7858728044,,"105 - Etangs Palavasiens","FRDT11C - Etangs Palavasiens Ouest","REPHY,RINBIO,RSLHYD",
36081012,"095-P-012 - 02C0 - Barcares2",095-P-012,42.7546177925,3.0537048281,"DCSMM sous-région Méditerranée-Occidentale","095 - Littoral de l'embouchure du Tech au Grau d'Agde","FRDC02A - Racou Plage - Embouchure de l'Aude",RINBIO,
39096001,"111-P-008 - Pomègues",111-P-008,43.2698171359,5.3009059064,"DCSMM sous-région Méditerranée-Occidentale","111 - Marseille et calanques","FRDC06B - Pointe d'Endoume - Cap Croisette et Iles du Frioul",RINBIO,
42117005,"122-P-005 - 44A - Ajaccio sud",122-P-005,41.879819571,8.7788329173,"DCSMM sous-région Méditerranée-Occidentale","122 - Corse Ouest","FREC04B - Golfe d'Ajaccio",RINBIO,
60006071,"102-P-125 - 10E - Grau du roi - Récif limite NE",102-P-125,43.5389418628043,4.06794809897406,"DCSMM sous-région Méditerranée-Occidentale","102 - Côte languedocienne","FRDC02F - Frontignan - Pointe de l'Espiguette",RINBIO,
43116006,"121-P-005 - 41A - ile lavezzi",121-P-005,41.3298124476,9.2560178097,"DCSMM sous-région Méditerranée-Occidentale","121 - Porto Vecchio","FREC03AD - Littoral Sud Est de la Corse",RINBIO,
37089010,"105-P-004 - 12H - Etang d Arnel 3",105-P-004,43.5263090283,3.8963735353,,"105 - Etangs Palavasiens","FRDT11B - Etangs Palavasiens Est",RINBIO,
36081108,"095-P-026 - Embouchure de l'Hérault",095-P-026,43.2756325016,3.4405360127,"DCSMM sous-région Méditerranée-Occidentale","095 - Littoral de l'embouchure du Tech au Grau d'Agde","FRDC02B - Embouchure de l'Aude - Cap d'Agde",RINBIO,
39097002,"111-P-123 - 20A0 - Cortiou 2",111-P-123,43.2083166118,5.3845753381,"DCSMM sous-région Méditerranée-Occidentale","111 - Marseille et calanques","FRDC07A - iles de Marseille hors Frioul","RINBIO,ROCCHSED",
42119003,"122-P-098 - 50B - Nonza",122-P-098,42.7838435724,9.3324967531,"DCSMM sous-région Méditerranée-Occidentale","122 - Corse Ouest","FREC01AB - Pointe Palazzu - Sud Nonza",RINBIO,
42117006,"122-P-006 - 43B0 - Propriano",122-P-006,41.6929831524,8.8665042834,"DCSMM sous-région Méditerranée-Occidentale","122 - Corse Ouest","FREC04AC - Pointe Senetosa - Pointe Palazzu",RINBIO,
41109011,"114-P-063 - 29C03 - Villefranche",114-P-063,43.6738451144,7.3304399497,"DCSMM sous-région Méditerranée-Occidentale","114 - Cannes - Menton","FRDC09C - Port de commerce de Nice - Cap Ferrat",RINBIO,
36083015,"097-P-013 - 04B - Etang de leucate",097-P-013,42.8729532705,3.0233687643,,"097 - Etang de Salses-Leucate","FRDT02 - Salses-Leucate",RINBIO,
37088018,"102-P-021 - 10C - Palavas",102-P-021,43.5139761936,3.9740419479,"DCSMM sous-région Méditerranée-Occidentale","102 - Côte languedocienne","FRDC02F - Frontignan - Pointe de l'Espiguette",RINBIO,
37090363,"105-P-134 - GRC - Grec",105-P-134,43.5373096825,3.9387074905,"DCSMM sous-région Méditerranée-Occidentale","105 - Etangs Palavasiens","FRDT11B - Etangs Palavasiens Est","RINBIO,RSLHYD",
36080006,"094-P-006 - 01A03 - Banyuls 2",094-P-006,42.4626129211,3.1657122055,"DCSMM sous-région Méditerranée-Occidentale","094 - Côte catalane","FRDC01 - Frontière espagnole - Racou Plage",RINBIO,
36080005,"094-P-005 - 01A - Banyuls 1",094-P-005,42.4786131156,3.1523783341,"DCSMM sous-région Méditerranée-Occidentale","094 - Côte catalane","FRDC01 - Frontière espagnole - Racou Plage",RINBIO,
60003025,"120-P-003 - PAL-Palo benthos",120-P-003,41.9467229933615,9.40944779722389,,"120 - Etang du Palu","FRET04 - Etang de Palu",RINBIO,
60006073,"108-P-072 - Vaccares centre",108-P-072,43.5347304365319,4.56345001005835,"DCSMM sous-région Méditerranée-Occidentale","108 - Etangs Camargue Est","FRDT14A - Camargue Complexe Vaccarès",RINBIO,
37089015,"105-P-008 - 12F - Etang d Arnel 1",105-P-008,43.5304756682,3.8845398935,,"105 - Etangs Palavasiens","FRDT11B - Etangs Palavasiens Est",RINBIO,
39099002,"111-P-233 - 21C - Sicie",111-P-233,43.0541507389,5.8167533587,"DCSMM sous-région Méditerranée-Occidentale","111 - Marseille et calanques","FRDC07F - Pointe du Gaou - Pointe Escampobariou",RINBIO,
39097004,"111-P-125 - 18B - ile planier",111-P-125,43.1993149093,5.2265723564,"DCSMM sous-région Méditerranée-Occidentale","111 - Marseille et calanques","FRDC06B - Pointe d'Endoume - Cap Croisette et Iles du Frioul",RINBIO,
37090004,"105-P-071 - 12E - Etang de l or est",105-P-071,43.5803116125,4.0403753454,,"105 - Etangs Palavasiens","FRDT11A - Etang de l'Or",RINBIO,
60004746,"122-P-138 - Cargese Nord",122-P-138,42.17,8.55939951719975,"DCSMM sous-région Méditerranée-Occidentale","122 - Corse Ouest","FREC04AC - Pointe Senetosa - Pointe Palazzu",RINBIO,
60004745,"121-P-027 - Santa Giulia",121-P-027,41.5126000804667,9.29979983906659,"DCSMM sous-région Méditerranée-Occidentale","121 - Porto Vecchio","FREC03AD - Littoral Sud Est de la Corse",RINBIO,
38094014,"109-P-012 - 16A - Balancelle",109-P-012,43.3416483836,4.9225637672,"DCSMM sous-région Méditerranée-Occidentale","109 - Golfe de Fos","FRDC04 - Golfe de Fos",RINBIO,
39099001,"111-P-232 - 21B - Bandol",111-P-232,43.1166515668,5.7625845091,"DCSMM sous-région Méditerranée-Occidentale","111 - Marseille et calanques","FRDC07E - Ilot Pierreplane -  Pointe du Gaou",RINBIO,
60004947,"114-P-178 - Saint Raphael Rejet STEP",114-P-178,43.411307,6.758517,"DCSMM sous-région Méditerranée-Occidentale","114 - Cannes - Menton","FRDC08C - Fréjus - Saint Raphaël - Ouest Sainte Maxime",RINBIO,
41109009,"114-P-061 - 29D - Emb.du var",114-P-061,43.6501764655,7.1737704602,"DCSMM sous-région Méditerranée-Occidentale","114 - Cannes - Menton","FRDC09B - Port Antibes - Port de commerce de Nice",RINBIO,
60002983,"122-P-112 - Goulet de Bonifacio",122-P-112,41.3900301750151,9.1533101991551,"DCSMM sous-région Méditerranée-Occidentale","122 - Corse Ouest","FREC03F - Goulet de Bonifacio",RINBIO,
39097003,"111-P-124 - 20B - Cassis",111-P-124,43.2023177118,5.5135780167,"DCSMM sous-région Méditerranée-Occidentale","111 - Marseille et calanques","FRDC07B - Cap croisette - Bec de l'Aigle","RINBIO,ROCCHSED",
36085007,"100-P-008 - 06F - Etang de bages grau",100-P-008,43.0276233005,3.0381995443,,"100 - Etangs narbonnais","FRDT04 - Complexe du Narbonnais Bages - Sigean",RINBIO,
42118005,"122-P-081 - 45A - Sagone nord",122-P-081,42.0939899451,8.6936611354,"DCSMM sous-région Méditerranée-Occidentale","122 - Corse Ouest","FREC04AC - Pointe Senetosa - Pointe Palazzu",RINBIO,
37090003,"105-P-070 - 12D - Etang de l or ouest",105-P-070,43.5566437813,3.9740411546,,"105 - Etangs Palavasiens","FRDT11A - Etang de l'Or",RINBIO,
39097001,"111-P-122 - 20A - Cortiou 1",111-P-122,43.1966496086,5.3755753668,"DCSMM sous-région Méditerranée-Occidentale","111 - Marseille et calanques","FRDC07A - iles de Marseille hors Frioul",RINBIO,
37090362,"105-P-133 - MEW - Méjean Ouest",105-P-133,43.5443096777,3.9228737176,,"105 - Etangs Palavasiens","FRDT11B - Etangs Palavasiens Est","REPHY,RINBIO,RSLHYD",
39098002,"111-P-218 - 21A0 - La ciotat 2",111-P-218,43.1773185802,5.661581417,"DCSMM sous-région Méditerranée-Occidentale","111 - Marseille et calanques","FRDC07C - Bec de l'Aigle -  Pointe de la Fauconnière",RINBIO,
37089504,"105-P-187 - Etang du Prévost - Centre",105-P-187,43.5223089831,3.9005403577,"DCSMM sous-région Méditerranée-Occidentale","105 - Etangs Palavasiens","FRDT11B - Etangs Palavasiens Est","RINBIO,ROCCHSED",
43116004,"121-P-003 - 40A0 - Santa manza 1",121-P-003,41.4503149059,9.2581827056,"DCSMM sous-région Méditerranée-Occidentale","121 - Porto Vecchio","FREC03AD - Littoral Sud Est de la Corse",RINBIO,
42119004,"122-P-099 - 50C - Fium albino",122-P-099,42.7281756401,9.3258308439,"DCSMM sous-région Méditerranée-Occidentale","122 - Corse Ouest","FREC01AB - Pointe Palazzu - Sud Nonza",RINBIO,
40100013,"112-P-012 - 22C - Toulon pte rade",112-P-012,43.0976525549,5.9104211381,"DCSMM sous-région Méditerranée-Occidentale","112 - Rade de Toulon","FRDC07G - Cap Cepet - Cap de Carqueiranne",RINBIO,
39097007,"111-P-128 - Cap Canaille",111-P-128,43.187332763,5.5528323998,"DCSMM sous-région Méditerranée-Occidentale","111 - Marseille et calanques","FRDC07B - Cap croisette - Bec de l'Aigle",RINBIO,
60004737,"108-P-068 - Etang de Monro - Vaccares sud",108-P-068,43.5045996781332,4.50830014081674,"DCSMM sous-région Méditerranée-Occidentale","108 - Etangs Camargue Est","FRDT14A - Camargue Complexe Vaccarès",RINBIO,
37090001,"105-P-068 - 12A - Etang de Mejean",105-P-068,43.5418097665,3.9373740474,,"105 - Etangs Palavasiens","FRDT11B - Etangs Palavasiens Est",RINBIO,
43111002,"115-P-004 - 32A0 - Bastia sud 1",115-P-004,42.6406750417,9.474002029,"DCSMM sous-région Méditerranée-Occidentale","115 - Cap Corse - Bastia","FREC02C - Littoral Bastiais",RINBIO,
43111003,"115-P-005 - 32C - Emb. golu",115-P-005,42.5435070248,9.5595053744,"DCSMM sous-région Méditerranée-Occidentale","115 - Cap Corse - Bastia",,RINBIO,
60004930,"122-P-146 - Ajaccio Rejet STEP",122-P-146,41.902667,8.695333,"DCSMM sous-région Méditerranée-Occidentale","122 - Corse Ouest","FREC04B - Golfe d'Ajaccio",RINBIO,
37089012,"105-P-006 - 11A - Etang de vic",105-P-006,43.4876409951,3.8422065315,,"105 - Etangs Palavasiens","FRDT11C - Etangs Palavasiens Ouest",RINBIO,
36083017,"097-P-015 - 04A - Etg.salses",097-P-015,42.8199520426,3.0100361445,,"097 - Etang de Salses-Leucate","FRDT02 - Salses-Leucate",RINBIO,
60006792,"114-P-196 - Cannes - Cap de la Croisette",114-P-196,43.5340333936834,7.0475829812915,"DCSMM sous-région Méditerranée-Occidentale","114 - Cannes - Menton","FRDC08E - Pointe de la Galère - Cap d'Antibes",RINBIO,
39096009,"111-P-016 - 19B - Marseille sud",111-P-016,43.2713174216,5.3274064072,"DCSMM sous-région Méditerranée-Occidentale","111 - Marseille et calanques","FRDC06B - Pointe d'Endoume - Cap Croisette et Iles du Frioul",RINBIO,
60008649,"112-P-058 - Toulon gde rade coffre",112-P-058,43.06584902,5.951430034,"DCSMM sous-région Méditerranée-Occidentale","112 - Rade de Toulon","FRDC07F - Pointe du Gaou - Pointe Escampobariou",RINBIO,
60004949,"111-P-350 - Toulon Cap Sicie Rejet STEP",111-P-350,43.0491862804265,5.8488764836049,"DCSMM sous-région Méditerranée-Occidentale","111 - Marseille et calanques","FRDC07F - Pointe du Gaou - Pointe Escampobariou",RINBIO,
36084001,"098-P-001 - 05A - Etang de lapalme",098-P-001,42.954954801,3.0060336003,,"098 - Etang de La Palme","FRDT03 - Etang de La Palme",RINBIO,
42119007,"122-P-102 - 48B - Ile rousse",122-P-102,42.6471708045,8.9741581175,"DCSMM sous-région Méditerranée-Occidentale","122 - Corse Ouest","FREC01AB - Pointe Palazzu - Sud Nonza",RINBIO,
37088020,"102-P-023 - 08B0 - Sete 2",102-P-023,43.3814702922,3.6637050332,"DCSMM sous-région Méditerranée-Occidentale","102 - Côte languedocienne","FRDC02E - De Sète à Frontignan",RINBIO,
40101002,"113-P-002 - 22E - Carqueiranne",113-P-002,43.069153214,6.0454243471,"DCSMM sous-région Méditerranée-Occidentale","113 - Giens - Estérel","FRDC07F - Pointe du Gaou - Pointe Escampobariou",RINBIO,
39097006,"111-P-127 - 20C - ile plane",111-P-127,43.1894828898,5.3862423735,"DCSMM sous-région Méditerranée-Occidentale","111 - Marseille et calanques","FRDC07A - iles de Marseille hors Frioul",RINBIO,
60004050,"122-P-120 - Figari-Bruzzi DC",122-P-120,41.4638000402334,9.00800040233352,"DCSMM sous-région Méditerranée-Occidentale","122 - Corse Ouest","FREC03EG - Littoral Sud Ouest de la Corse","REBENT_FAU,RINBIO",
39096011,"111-P-018 - 19D - Les goudes",111-P-018,43.2266499384,5.3425741746,"DCSMM sous-région Méditerranée-Occidentale","111 - Marseille et calanques","FRDC06B - Pointe d'Endoume - Cap Croisette et Iles du Frioul",RINBIO,
43116007,"121-P-006 - Pointe Sant'Amanza",121-P-006,41.4291662087,9.2658331823,"DCSMM sous-région Méditerranée-Occidentale","121 - Porto Vecchio","FREC03AD - Littoral Sud Est de la Corse",RINBIO,
37088019,"102-P-022 - 10A0 - Frontignan",102-P-022,43.4089718253,3.7595397167,"DCSMM sous-région Méditerranée-Occidentale","102 - Côte languedocienne","FRDC02F - Frontignan - Pointe de l'Espiguette",RINBIO,
40106511,"113-P-065 - Argens 11",113-P-065,43.4073337458,6.7422658709,"DCSMM sous-région Méditerranée-Occidentale","113 - Giens - Estérel","FRDC08C - Fréjus - Saint Raphaël - Ouest Sainte Maxime",RINBIO,
41110001,"114-P-114 - 30A - Menton",114-P-114,43.7555150566,7.4867750884,"DCSMM sous-région Méditerranée-Occidentale","114 - Cannes - Menton","FRDC10C - Monte Carlo- Frontière italienne",RINBIO,
60004938,"113-P-094 - Cavalaire Rejet STEP",113-P-094,43.177731,6.560396,"DCSMM sous-région Méditerranée-Occidentale","113 - Giens - Estérel","FRDC07J - Cap Bénat - Cap Camarat",RINBIO,
37087001,"104-P-001 - Bouzigues (a)",104-P-001,43.434851,3.664119,,"104 - Etang de Thau","FRDT10 - Etang de Thau","REMI,REPHY,REPHYTOX,RINBIO","Crassostrea gigas (huître creuse);Mytilus galloprovincialis (moule méditerranéenne);Ruditapes decussatus (palourde grise)"
38094018,"109-P-016 - 16C - Carteau",109-P-016,43.38281552,4.8792288294,"DCSMM sous-région Méditerranée-Occidentale","109 - Golfe de Fos","FRDC04 - Golfe de Fos",RINBIO,
36081020,"095-P-020 - 07C - Agde",095-P-020,43.265965536,3.4310360086,"DCSMM sous-région Méditerranée-Occidentale","095 - Littoral de l'embouchure du Tech au Grau d'Agde","FRDC02B - Embouchure de l'Aude - Cap d'Agde",RINBIO,
43114001,"118-P-001 - Diana centre",118-P-001,42.12775,9.52861,,"118 - Etang de Diana","FRET02 - Etang de Diana","REMI,REPHY,REPHYTOX,RINBIO,ROCCHSED,RSLHYD","Crassostrea gigas (huître creuse);Mytilus galloprovincialis (moule méditerranéenne);Ostrea edulis (huître plate)"
60004932,"094-P-033 - Banyuls Rejet STEP",094-P-033,42.4786099376383,3.1489509153088,"DCSMM sous-région Méditerranée-Occidentale","094 - Côte catalane","FRDC01 - Frontière espagnole - Racou Plage",RINBIO,
42118001,"122-P-077 - 46A - Porto",122-P-077,42.2899938164,8.6659907853,"DCSMM sous-région Méditerranée-Occidentale","122 - Corse Ouest","FREC04AC - Pointe Senetosa - Pointe Palazzu",RINBIO,
41110003,"114-P-116 - 30C - Cap d ail",114-P-116,43.7131800495,7.408440874,"DCSMM sous-région Méditerranée-Occidentale","114 - Cannes - Menton","FRDC10A - Cap Ferrat - Cap d'Ail",RINBIO,
37090002,"105-P-069 - 12B - Etang de l or",105-P-069,43.5641440664,3.9865412594,,"105 - Etangs Palavasiens","FRDT11A - Etang de l'Or",RINBIO,
39096008,"111-P-015 - 18A - Carry",111-P-015,43.3220002361,5.1591671497,"DCSMM sous-région Méditerranée-Occidentale","111 - Marseille et calanques","FRDC05 - Côte Bleue",RINBIO,
60004740,"110-P-119 - 17G - Etang de Berre La Mede",110-P-119,43.4062804264736,5.11767954133978,,"110 - Etangs de Berre - Vaine - Bolmon","FRDT15A - Etang de Berre Grand Etang",RINBIO,
37089001,"105-P-151 - Etang du Prévost",105-P-151,43.521401,3.909704,"DCSMM sous-région Méditerranée-Occidentale","105 - Etangs Palavasiens","FRDT11B - Etangs Palavasiens Est","REMI,REPHY,RINBIO,ROCCHMV","Crassostrea gigas (huître creuse);Mytilus galloprovincialis (moule méditerranéenne);Ruditapes decussatus (palourde grise)"
60004945,"102-P-123 - Sete Rejet STEP",102-P-123,43.3716254274794,3.78055924361294,"DCSMM sous-région Méditerranée-Occidentale","102 - Côte languedocienne",,RINBIO,
36084313,"098-P-014 - LAP - La Palme",098-P-014,42.9667883871,3.0067000625,,"098 - Etang de La Palme","FRDT03 - Etang de La Palme","REPHY,RINBIO,RSLHYD",
43113004,"117-P-004 - 34C - Tavignano",117-P-004,42.1269982365,9.568512104,"DCSMM sous-région Méditerranée-Occidentale","117 - Plaine Orientale","FREC02D - Plaine Orientale",RINBIO,
37091003,"106-P-001 - 13A - Etang du Ponant",106-P-001,43.564645344,4.1153771062,"DCSMM sous-région Méditerranée-Occidentale","106 - Côte camarguaise","FRDT12 - Etang du Ponant",RINBIO,
60006150,"114-P-182 - Débouché Var",114-P-182,43.653495,7.196147,"DCSMM sous-région Méditerranée-Occidentale","114 - Cannes - Menton","FRDC09B - Port Antibes - Port de commerce de Nice",RINBIO,
42118004,"122-P-080 - 45B - Cargese",122-P-080,42.1446565504,8.5659910364,"DCSMM sous-région Méditerranée-Occidentale","122 - Corse Ouest","FREC04AC - Pointe Senetosa - Pointe Palazzu",RINBIO,
36085006,"100-P-007 - 06A - Etang de bages sud",100-P-007,43.0492901967,3.0156987163,,"100 - Etangs narbonnais","FRDT04 - Complexe du Narbonnais Bages - Sigean",RINBIO,
60006430,"115-P-037 - Bastia Rejet STEP",115-P-037,42.671308,9.46428,"DCSMM sous-région Méditerranée-Occidentale","115 - Cap Corse - Bastia","FREC02C - Littoral Bastiais",RINBIO,
60004330,"119-P-027 - Etang d'Urbino - Albarettu",119-P-027,42.04811,9.47225,,"119 - Etang d'Urbino","FRET03 - Etang d'Urbino","RINBIO,ROCCHMV","Crassostrea gigas (huître creuse)"
60004950,"111-P-351 - Cassidaigne Ouest",111-P-351,43.1053138201569,5.44966908066786,"DCSMM sous-région Méditerranée-Occidentale","111 - Marseille et calanques",,RINBIO,
60000298,"111-P-290 - Marseille Cortiou Rejet STEP",111-P-290,43.2128203580768,5.40356970428485,"DCSMM sous-région Méditerranée-Occidentale","111 - Marseille et calanques","FRDC07A - iles de Marseille hors Frioul",RINBIO,
43114007,"118-P-004 - 35A - Etang de diana",118-P-004,42.1319980705,9.5370113685,,"118 - Etang de Diana","FRET02 - Etang de Diana",RINBIO,
36081014,"095-P-014 - 02A0 - Argeles",095-P-014,42.5667807375,3.0667084661,"DCSMM sous-région Méditerranée-Occidentale","095 - Littoral de l'embouchure du Tech au Grau d'Agde","FRDC02A - Racou Plage - Embouchure de l'Aude",RINBIO,
42119006,"122-P-101 - 50A - St florent",122-P-101,42.7028415177,9.298330674,"DCSMM sous-région Méditerranée-Occidentale","122 - Corse Ouest","FREC01C - Golfe de Saint-Florent",RINBIO,
36081018,"095-P-018 - 07A - Port la nouvelle",095-P-018,42.9889562313,3.0790343668,"DCSMM sous-région Méditerranée-Occidentale","095 - Littoral de l'embouchure du Tech au Grau d'Agde",,RINBIO,
43114008,"119-P-003 - 36A - Etang d urbino",119-P-003,42.0469957841,9.4790114786,,"119 - Etang d'Urbino","FRET03 - Etang d'Urbino",RINBIO,
36081011,"095-P-011 - 07D - Valras 1",095-P-011,43.223629788,3.2775338389,"DCSMM sous-région Méditerranée-Occidentale","095 - Littoral de l'embouchure du Tech au Grau d'Agde","FRDC02B - Embouchure de l'Aude - Cap d'Agde",RINBIO,
43116005,"121-P-004 - 40A03 - Santa manza 2",121-P-004,41.4573152605,9.2830164443,"DCSMM sous-région Méditerranée-Occidentale","121 - Porto Vecchio","FREC03AD - Littoral Sud Est de la Corse",RINBIO,
60004739,"110-P-118 - 17F - Etang de Berre Ranquet",110-P-118,43.4793703480185,5.00561959364313,,"110 - Etangs de Berre - Vaine - Bolmon","FRDT15A - Etang de Berre Grand Etang",RINBIO,
40103005,"113-P-009 - 23H - ile levant",113-P-009,43.0518240407,6.5299344186,"DCSMM sous-région Méditerranée-Occidentale","113 - Giens - Estérel","FRDC07H - Ile d'Hyères",RINBIO,
36086004,"099-P-002 - 06C - Etang de l ayrolle",099-P-002,43.0726245005,3.0643658811,,"099 - Etang de l'Ayrolle","FRDT05A - Complexe du Narbonnais Ayrolle",RINBIO,
37089014,"105-P-007 - 12G - Etang d Arnel 2",105-P-007,43.5303092049,3.9055403064,,"105 - Etangs Palavasiens","FRDT11B - Etangs Palavasiens Est",RINBIO,
36085005,"100-P-006 - 06B - Etang de bages nord",100-P-006,43.0776240135,3.0046979839,,"100 - Etangs narbonnais","FRDT04 - Complexe du Narbonnais Bages - Sigean",RINBIO,
42119008,"122-P-103 - 50D - Ometa di capo corso",122-P-103,42.7583428847,9.3171635089,"DCSMM sous-région Méditerranée-Occidentale","122 - Corse Ouest","FREC01AB - Pointe Palazzu - Sud Nonza",RINBIO,
43111001,"115-P-003 - 31B - Meria",115-P-003,42.9136810567,9.4833311658,"DCSMM sous-région Méditerranée-Occidentale","115 - Cap Corse - Bastia","FREC02AB - Cap Est de la Corse",RINBIO,
41109010,"114-P-062 - 29A - Antibes",114-P-062,43.581841313,7.141437663,"DCSMM sous-région Méditerranée-Occidentale","114 - Cannes - Menton","FRDC09B - Port Antibes - Port de commerce de Nice",RINBIO,
