colonie_id;secteur_nom_en;secteur_nom_fr;colonie_nom_en;colonie_nom_fr;etang;gestion;sousunite_nom_en;sousunite_nom_fr;subreg_id;latitude;longitude
771;ESTUAIRE DU JAUDY;ESTUAIRE DU JAUDY;Archipel d'Ollone / les Héaux / Sillon de Talbert;Archipel d'Ollone / les Héaux / Sillon de Talbert;;;2206-01-003 (Roches annexes au sud d'Ollone (cote 9m));2206-01-003 (Roches annexes au sud d'Ollone (cote 9m));2;48.890844;-3.04756
772;ESTUAIRE DU JAUDY;ESTUAIRE DU JAUDY;Archipel d'Ollone / les Héaux / Sillon de Talbert;Archipel d'Ollone / les Héaux / Sillon de Talbert;;;2206-01-005 (Ile d'Ollone);2206-01-005 (Ile d'Ollone);2;48.89254;-3.045318
773;ESTUAIRE DU JAUDY;ESTUAIRE DU JAUDY;Archipel d'Ollone / les Héaux / Sillon de Talbert;Archipel d'Ollone / les Héaux / Sillon de Talbert;;;2206-01-007 (rocher entre Roc'h Louet et Ollone);2206-01-007 (rocher entre Roc'h Louet et Ollone);2;48.891839;-3.054835
774;ESTUAIRE DU JAUDY;ESTUAIRE DU JAUDY;Archipel d'Ollone / les Héaux / Sillon de Talbert;Archipel d'Ollone / les Héaux / Sillon de Talbert;;;2206-01-011 (Roc'h Toull an Hault (coté 17m));2206-01-011 (Roc'h Toull an Hault (coté 17m));2;48.890193;-3.07185
775;ESTUAIRE DU JAUDY;ESTUAIRE DU JAUDY;Archipel d'Ollone / les Héaux / Sillon de Talbert;Archipel d'Ollone / les Héaux / Sillon de Talbert;;;2206-01-012 (Stallio Braz);2206-01-012 (Stallio Braz);2;48.891458;-3.06205
776;ESTUAIRE DU JAUDY;ESTUAIRE DU JAUDY;Archipel d'Ollone / les Héaux / Sillon de Talbert;Archipel d'Ollone / les Héaux / Sillon de Talbert;;;2206-01-014 (Roch Louet);2206-01-014 (Roch Louet);2;48.894202;-3.059932
777;ESTUAIRE DU JAUDY;ESTUAIRE DU JAUDY;Archipel d'Ollone / les Héaux / Sillon de Talbert;Archipel d'Ollone / les Héaux / Sillon de Talbert;;;2206-01-015 (Rocher du Sark);2206-01-015 (Rocher du Sark);2;48.898622;-3.047071
778;ESTUAIRE DU JAUDY;ESTUAIRE DU JAUDY;Archipel d'Ollone / les Héaux / Sillon de Talbert;Archipel d'Ollone / les Héaux / Sillon de Talbert;;;2206-01-017 (Men ar Gourlanv);2206-01-017 (Men ar Gourlanv);2;48.906821;-3.085942
779;ESTUAIRE DU JAUDY;ESTUAIRE DU JAUDY;Archipel d'Ollone / les Héaux / Sillon de Talbert;Archipel d'Ollone / les Héaux / Sillon de Talbert;;;2206-01-034 (Men buas);2206-01-034 (Men buas);2;48.874582;-3.099104
780;ESTUAIRE DU JAUDY;ESTUAIRE DU JAUDY;Archipel d'Ollone / les Héaux / Sillon de Talbert;Archipel d'Ollone / les Héaux / Sillon de Talbert;;;2206-02-018 (Roch toull tan bras);2206-02-018 (Roch toull tan bras);2;48.876738;-3.20024
781;ESTUAIRE DU JAUDY;ESTUAIRE DU JAUDY;Archipel d'Ollone / les Héaux / Sillon de Talbert;Archipel d'Ollone / les Héaux / Sillon de Talbert;;;2206-02-024 (cote 12 est de petite ile);2206-02-024 (cote 12 est de petite ile);2;48.894202;-3.059932
782;ESTUAIRE DU JAUDY;ESTUAIRE DU JAUDY;Archipel d'Ollone / les Héaux / Sillon de Talbert;Archipel d'Ollone / les Héaux / Sillon de Talbert;;;2206 - Sillon de Talbert;2206 - Sillon de Talbert;2;48.874643;-3.082879
783;ESTUAIRE DU JAUDY;ESTUAIRE DU JAUDY;Archipel d'Ollone / les Héaux / Sillon de Talbert;Archipel d'Ollone / les Héaux / Sillon de Talbert;;;Les Héaux (Men Lem);Les Héaux (Men Lem);2;48.909697;-3.088266
784;ESTUAIRE DU JAUDY;ESTUAIRE DU JAUDY;Archipel d'Ollone / les Héaux / Sillon de Talbert;Archipel d'Ollone / les Héaux / Sillon de Talbert;;;Toul Staen;Toul Staen;2;48.888575;-3.067398
785;TREGOR NORD ;TREGOR NORD ;Archipel Saint-Gildas;Archipel Saint-Gildas;;;2207-02-023 (Men Renoter);2207-02-023 (Men Renoter);2;48.854827;-3.285651
786;TREGOR NORD ;TREGOR NORD ;Archipel Saint-Gildas;Archipel Saint-Gildas;;;2207-02-024 (Kastell Gwazou (cote 15m));2207-02-024 (Kastell Gwazou (cote 15m));2;48.861055;-3.28219
787;TREGOR NORD ;TREGOR NORD ;Archipel Saint-Gildas;Archipel Saint-Gildas;;;2207-02-025 (Térou Bras);2207-02-025 (Térou Bras);2;48.864295;-3.278827
788;TREGOR NORD ;TREGOR NORD ;Archipel Saint-Gildas;Archipel Saint-Gildas;;;2207-02-026 (Cote 7m à l'ouest de Kastell Gwazou);2207-02-026 (Cote 7m à l'ouest de Kastell Gwazou);2;48.86252;-3.283605
789;TREGOR NORD ;TREGOR NORD ;Archipel Saint-Gildas;Archipel Saint-Gildas;;;2207-02-027 (Roc'h Osquet);2207-02-027 (Roc'h Osquet);2;48.861568;-3.287722
790;TREGOR NORD ;TREGOR NORD ;Archipel Saint-Gildas;Archipel Saint-Gildas;;;2207-02-029 (Roc'h ar Skei);2207-02-029 (Roc'h ar Skei);2;48.862926;-3.291024
791;TREGOR NORD ;TREGOR NORD ;Archipel Saint-Gildas;Archipel Saint-Gildas;;;2207-02-030 (Cote 5m à l'est de Kastell Gwazou);2207-02-030 (Cote 5m à l'est de Kastell Gwazou);2;48.8595;-3.293151
792;TREGOR NORD ;TREGOR NORD ;Archipel Saint-Gildas;Archipel Saint-Gildas;;;2207-02-031 (Annexe NE la plus au nord des Levrettes);2207-02-031 (Annexe NE la plus au nord des Levrettes);2;48.852984;-3.300034
793;TREGOR NORD ;TREGOR NORD ;Archipel Saint-Gildas;Archipel Saint-Gildas;;;2207-02-032 (annexe NE la plus proche des Levrettes);2207-02-032 (annexe NE la plus proche des Levrettes);2;48.852464;-3.300359
794;TREGOR NORD ;TREGOR NORD ;Archipel Saint-Gildas;Archipel Saint-Gildas;;;2207-02-034 (Les Levrettes);2207-02-034 (Les Levrettes);2;48.851152;-3.302183
795;TREGOR NORD ;TREGOR NORD ;Archipel Saint-Gildas;Archipel Saint-Gildas;;;2207-02-052 (Ilot SE de l'Ile Saint-Gildas);2207-02-052 (Ilot SE de l'Ile Saint-Gildas);2;48.843897;-3.301163
796;TREGOR NORD ;TREGOR NORD ;Archipel Saint-Gildas;Archipel Saint-Gildas;;;Rohou Douar;Rohou Douar;2;48.857771;-3.2877
797;CÔTE DU GOELO;CÔTE DU GOELO;Archipel Saint-Rion;Archipel Saint-Rion;;;2205-01-003 (Ilot dans les Roho du sud (3ème) A1);2205-01-003 (Ilot dans les Roho du sud (3ème) A1);2;48.79709;-2.947893
798;CÔTE DU GOELO;CÔTE DU GOELO;Archipel Saint-Rion;Archipel Saint-Rion;;;2205-01-004 (Ilot dans les Roho du sud (2ème) A2);2205-01-004 (Ilot dans les Roho du sud (2ème) A2);2;48.797046;-2.950302
799;CÔTE DU GOELO;CÔTE DU GOELO;Archipel Saint-Rion;Archipel Saint-Rion;;;2205-01-005 (Ilot dans les Roho du sud (1er) A3);2205-01-005 (Ilot dans les Roho du sud (1er) A3);2;48.796726;-2.955069
800;CÔTE DU GOELO;CÔTE DU GOELO;Archipel Saint-Rion;Archipel Saint-Rion;;;2205-01-007 (Le Grand Roho (cote 10m));2205-01-007 (Le Grand Roho (cote 10m));2;48.797906;-2.958503
801;CÔTE DU GOELO;CÔTE DU GOELO;Archipel Saint-Rion;Archipel Saint-Rion;;;2205-01-008 (Valve);2205-01-008 (Valve);2;48.802303;-2.969985
802;CÔTE DU GOELO;CÔTE DU GOELO;Archipel Saint-Rion;Archipel Saint-Rion;;;2205-01-009 (Ile Saint Rion);2205-01-009 (Ile Saint Rion);2;48.798924;-2.978257
803;CÔTE DU GOELO;CÔTE DU GOELO;Archipel Saint-Rion;Archipel Saint-Rion;;;2205-01-010 (Ile Saint-Rion);2205-01-010 (Ile Saint-Rion);2;48.797697;-2.980926
804;CÔTE DU GOELO;CÔTE DU GOELO;Archipel Saint-Rion;Archipel Saint-Rion;;;2205-01-011 (Ile Saint-Rion);2205-01-011 (Ile Saint-Rion);2;48.799578;-2.983587
805;CÔTE DU GOELO;CÔTE DU GOELO;Archipel Saint-Rion;Archipel Saint-Rion;;;2205-01-012 (Roc'h Vras (cote 16m));2205-01-012 (Roc'h Vras (cote 16m));2;48.800074;-2.988588
806;CÔTE DU GOELO;CÔTE DU GOELO;Archipel Saint-Rion;Archipel Saint-Rion;;;2205-01-013 (Roc'h Vras (cote 9m));2205-01-013 (Roc'h Vras (cote 9m));2;48.800653;-2.98633
807;CÔTE DU GOELO;CÔTE DU GOELO;Archipel Saint-Rion;Archipel Saint-Rion;;;2205-01-014 (Roc'h Radenek);2205-01-014 (Roc'h Radenek);2;48.805322;-2.983454
808;CÔTE DU GOELO;CÔTE DU GOELO;Archipel Saint-Rion;Archipel Saint-Rion;;;2205-01-015 (Roc'h ar Morbig);2205-01-015 (Roc'h ar Morbig);2;48.804977;-2.988942
809;CÔTE DU GOELO;CÔTE DU GOELO;Archipel Saint-Rion;Archipel Saint-Rion;;;2205-01-016 (Roc'h ar Mennou);2205-01-016 (Roc'h ar Mennou);2;48.804056;-2.991207
810;CÔTE DU GOELO;CÔTE DU GOELO;Archipel Saint-Rion;Archipel Saint-Rion;;;2205-01-017 (Banc de galets d'Ar Vilien Hir (entre Ar Morhorc'h Bihan et Min Treuze));2205-01-017 (Banc de galets d'Ar Vilien Hir (entre Ar Morhorc'h Bihan et Min Treuze));2;48.806067;-2.992955
811;CÔTE DU GOELO;CÔTE DU GOELO;Archipel Saint-Rion;Archipel Saint-Rion;;;2205-01-018 (Ar Morhoc'h Bihan);2205-01-018 (Ar Morhoc'h Bihan);2;48.806363;-2.990176
812;CÔTE DU GOELO;CÔTE DU GOELO;Archipel Saint-Rion;Archipel Saint-Rion;;;2205-01-019 (Ar Morhoc'h);2205-01-019 (Ar Morhoc'h);2;48.808048;-2.987744
813;CÔTE DU GOELO;CÔTE DU GOELO;Archipel Saint-Rion;Archipel Saint-Rion;;;2205-01-020 (Roche rouge);2205-01-020 (Roche rouge);2;48.811327;-2.985544
814;CÔTE DU GOELO;CÔTE DU GOELO;Archipel Saint-Rion;Archipel Saint-Rion;;;2205-01-021 (Roche jaune);2205-01-021 (Roche jaune);2;48.813398;-2.985961
815;CÔTE DU GOELO;CÔTE DU GOELO;Archipel Saint-Rion;Archipel Saint-Rion;;;2205-01-022 (Ile Blanche + Roc'h Château + Basse du Château);2205-01-022 (Ile Blanche + Roc'h Château + Basse du Château);2;48.824169;-2.995676
816;CÔTE DU GOELO;CÔTE DU GOELO;Archipel Saint-Rion;Archipel Saint-Rion;;;Cléjou;Cléjou;2;48.806926;-2.982875
817;RANCE FLUVIALE;RANCE FLUVIALE;autres localités;autres localités;;;La Goutte - Saint-Suliac (/Rance);La Goutte - Saint-Suliac (/Rance);2;48.55293482;-1.988688522
818;RANCE FLUVIALE;RANCE FLUVIALE;autres localités;autres localités;;;La Hisse + Garel (Le Minihic-sur-Rance);La Hisse + Garel (Le Minihic-sur-Rance);2;48.55293482;-1.988688522
819;RANCE FLUVIALE;RANCE FLUVIALE;autres localités;autres localités;;;La Hisse + plage du Roue (Langrolay);La Hisse + plage du Roue (Langrolay);2;48.55293482;-1.988688522
820;RANCE FLUVIALE;RANCE FLUVIALE;autres localités;autres localités;;;La Hisse + Port Saint-Jean/Pleudihen la ville ger;La Hisse + Port Saint-Jean/Pleudihen la ville ger;2;48.55293482;-1.988688522
821;RANCE FLUVIALE;RANCE FLUVIALE;autres localités;autres localités;;;La passagère + écluse Le Chatelier;La passagère + écluse Le Chatelier;2;48.55293482;-1.988688522
822;RADE DE BREST;RADE DE BREST;Brest;Brest;;;ducs d'Albe de la pointe de l'Armorique;ducs d'Albe de la pointe de l'Armorique;2;48.32243379;-4.453583653
823;RADE DE BREST;RADE DE BREST;Brest;Brest;;;port de commerce - ducs d'Albe;port de commerce - ducs d'Albe;2;48.3897;-4.48333
824;RADE DE BREST;RADE DE BREST;Brest;Brest;;;port de commerce - gabion;port de commerce - gabion;2;48.3897;-4.48333
825;RADE DE BREST;RADE DE BREST;Brest;Brest;;;port de commerce - quai  n°3;port de commerce - quai  n°3;2;48.3897;-4.48333
826;RADE DE BREST;RADE DE BREST;Brest;Brest;;;port de Maison Blanche - radeau;port de Maison Blanche - radeau;2;48.3897;-4.48333
827;RADE DE BREST;RADE DE BREST;Brest;Brest;;;port de plaisance - pontons;port de plaisance - pontons;2;48.3897;-4.48333
828;RADE DE BREST;RADE DE BREST;Brest;Brest;;;port militaire;port militaire;2;48.3897;-4.48333
829;AULNE ESTUARIENNE;AULNE ESTUARIENNE;chalands - Kersimon ;chalands - Kersimon ;;;Prioldy;Prioldy;2;48.30405242;-4.295839411
830;CÔTE DU GOELO;CÔTE DU GOELO;Chenal du Ferlas;Chenal du Ferlas;;;2205-03-001 (Roc'h Kranked);2205-03-001 (Roc'h Kranked);2;48.826949;-3.061208
831;CÔTE DU GOELO;CÔTE DU GOELO;Chenal du Ferlas;Chenal du Ferlas;;;2205-03-002 (Roc'h ar C'hroueier);2205-03-002 (Roc'h ar C'hroueier);2;48.825301;-3.037351
832;CÔTE DU GOELO;CÔTE DU GOELO;Chenal du Ferlas;Chenal du Ferlas;;;2205-03-007 (Ilot SE de Roc'h Conan);2205-03-007 (Ilot SE de Roc'h Conan);2;48.821292;-3.051764
833;AULNE ESTUARIENNE;AULNE ESTUARIENNE;ecole navale lanveoc;ecole navale lanveoc;;;bateaux brise-lame;bateaux brise-lame;2;48.28005212;-4.418123225
834;AULNE ESTUARIENNE;AULNE ESTUARIENNE;ecole navale lanveoc;ecole navale lanveoc;;;chalands;chalands;2;48.28005212;-4.418123225
835;AULNE ESTUARIENNE;AULNE ESTUARIENNE;ecole navale lanveoc;ecole navale lanveoc;;;toits;toits;2;48.28005212;-4.418123225
836;CÔTE DU GOELO;CÔTE DU GOELO;Falaise de Plouezec;Falaise de Plouezec;;;Falaises de la pointe de Bilfot à Beg Min Rouz;Falaises de la pointe de Bilfot à Beg Min Rouz;2;48.835066;-2.943689
837;ROCHES DE SAINT-QUAY ;ROCHES DE SAINT-QUAY ;Falaises du Goëlo;Falaises du Goëlo;;;Falaises de Plouha;Falaises de Plouha;2;48.700202;-2.888375
838;ROCHES DE SAINT-QUAY ;ROCHES DE SAINT-QUAY ;Falaises du Goëlo;Falaises du Goëlo;;;Falaises de Plouha zone 1;Falaises de Plouha zone 1;2;48.681388;-2.884441
839;ROCHES DE SAINT-QUAY ;ROCHES DE SAINT-QUAY ;Falaises du Goëlo;Falaises du Goëlo;;;Falaises de Plouha zone 2;Falaises de Plouha zone 2;2;48.687402;-2.88552
840;ROCHES DE SAINT-QUAY ;ROCHES DE SAINT-QUAY ;Falaises du Goëlo;Falaises du Goëlo;;;Falaises de Plouha zone 3;Falaises de Plouha zone 3;2;48.695315;-2.887773
841;ROCHES DE SAINT-QUAY ;ROCHES DE SAINT-QUAY ;Falaises du Goëlo;Falaises du Goëlo;;;Falaises de Plouha zone 4;Falaises de Plouha zone 4;2;48.700832;-2.898834
842;ROCHES DE SAINT-QUAY ;ROCHES DE SAINT-QUAY ;Falaises du Goëlo;Falaises du Goëlo;;;Falaises de Plouha zone 5;Falaises de Plouha zone 5;2;48.703765;-2.910887
843;ROCHES DE SAINT-QUAY ;ROCHES DE SAINT-QUAY ;Falaises du Goëlo;Falaises du Goëlo;;;Falaises de Plouha zone 6;Falaises de Plouha zone 6;2;48.714048;-2.929933
844;ROCHES DE SAINT-QUAY ;ROCHES DE SAINT-QUAY ;Falaises du Goëlo;Falaises du Goëlo;;;La Mauve;La Mauve;2;48.703055;-2.879638
845;ROCHES DE SAINT-QUAY ;ROCHES DE SAINT-QUAY ;Falaises du Goëlo;Falaises du Goëlo;;;Le pommier;Le pommier;2;48.700202;-2.888375
846;ROCHES DE SAINT-QUAY ;ROCHES DE SAINT-QUAY ;Roches de Saint-Quay;Roches de Saint-Quay;;;2204-003 (Ile harbour);2204-003 (Ile harbour);2;48.66635;-2.808051
847;ROCHES DE SAINT-QUAY ;ROCHES DE SAINT-QUAY ;Roches de Saint-Quay;Roches de Saint-Quay;;;Roches de Saint-Quay;Roches de Saint-Quay;2;48.651975;-2.787873
848;TREGOR NORD ;TREGOR NORD ;Secteur de Penvénan;Secteur de Penvénan;;;2207-02-024 (Kastell Gwazou (cote 15m));2207-02-024 (Kastell Gwazou (cote 15m));2;48.861055;-3.28219
849;TREGOR NORD ;TREGOR NORD ;Secteur de Penvénan;Secteur de Penvénan;;;2207-02-034 (Les Levrettes);2207-02-034 (Les Levrettes);2;48.851152;-3.302183
850;TREGOR NORD ;TREGOR NORD ;Secteur de Penvénan;Secteur de Penvénan;;;Noguédou;Noguédou;2;48.861041;-3.282671
851;ESTUAIRE DU JAUDY;ESTUAIRE DU JAUDY;Secteur de Plougrescant;Secteur de Plougrescant;;;2206-02-039 (Rocher (cote 21) au nord de la pointe du Château);2206-02-039 (Rocher (cote 21) au nord de la pointe du Château);2;48.870575;-3.223987
852;ESTUAIRE DU JAUDY;ESTUAIRE DU JAUDY;Secteur de Plougrescant;Secteur de Plougrescant;;;2206-02-040 (Graou Velen);2206-02-040 (Graou Velen);2;48.872629;-3.221886
853;TREGOR NORD ;TREGOR NORD ;Secteur de Plougrescant;Secteur de Plougrescant;;;2207-01-003 (cote 13 m   (ar chastell meur bihan));2207-01-003 (cote 13 m   (ar chastell meur bihan));2;48.869608;-3.234837
854;TREGOR NORD ;TREGOR NORD ;Secteur de Plougrescant;Secteur de Plougrescant;;;2207-01-017 (Annexe NO de Ile Yvinec);2207-01-017 (Annexe NO de Ile Yvinec);2;48.85582;-3.263475
855;TREGOR NORD ;TREGOR NORD ;Secteur de Trévou-Tréguignec;Secteur de Trévou-Tréguignec;;;2207-03-006 (Toc Guenn);2207-03-006 (Toc Guenn);2;48.830759;-3.368289
856;TREGOR NORD ;TREGOR NORD ;Trgor nord;Trgor nord;;;2207-03-001 (ile du chateau neuf);2207-03-001 (ile du chateau neuf);2;48.844933;-3.320236
857;TREGOR NORD ;TREGOR NORD ;Trgor nord;Trgor nord;;;2207-03-002 (roche flaqueresse);2207-03-002 (roche flaqueresse);2;48.845163;-3.325818
858;CÔTE DU GOELO;CÔTE DU GOELO;Trieux;Trieux;;;2205-02-001 (Roc'h an Onn);2205-02-001 (Roc'h an Onn);2;48.822371;-3.078863
859;CÔTE DU GOELO;CÔTE DU GOELO;Trieux;Trieux;;;2205-02-002 (groupe de rochers au sud de la cote 11m à l'est de Ile à Bois);2205-02-002 (groupe de rochers au sud de la cote 11m à l'est de Ile à Bois);2;48.830488;-3.068181
860;CÔTE DU GOELO;CÔTE DU GOELO;Trieux;Trieux;;;2205-02-003 (Ilot au SE de cote 15m à l'E l'Ile à Bois);2205-02-003 (Ilot au SE de cote 15m à l'E l'Ile à Bois);2;48.831289;-3.068197
861;CÔTE DU GOELO;CÔTE DU GOELO;Trieux;Trieux;;;2205-02-004 (cote 11m);2205-02-004 (cote 11m);2;48.831913;-3.067361
862;CÔTE DU GOELO;CÔTE DU GOELO;Trieux;Trieux;;;2205-02-006 (cote 13m (A));2205-02-006 (cote 13m (A));2;48.833764;-3.066463
863;CÔTE DU GOELO;CÔTE DU GOELO;Trieux;Trieux;;;2205-02-007 (cote 13m (B));2205-02-007 (cote 13m (B));2;48.834546;-3.065917
864;CÔTE DU GOELO;CÔTE DU GOELO;Trieux;Trieux;;;2205-02-008 (Ile (cote 11m) au SO des Oreilles de Lapin);2205-02-008 (Ile (cote 11m) au SO des Oreilles de Lapin);2;48.835591;-3.063528
865;CÔTE DU GOELO;CÔTE DU GOELO;Trieux;Trieux;;;2205-02-010 (Oreilles de Lapin);2205-02-010 (Oreilles de Lapin);2;48.838122;-3.061363
866;CÔTE DU GOELO;CÔTE DU GOELO;Trieux;Trieux;;;Roc'h Donan;Roc'h Donan;2;48.791854;-3.095774
867;GRANDE RADE DE SAINT MALO;GRANDE RADE DE SAINT MALO;Ville de Saint-Malo;Ville de Saint-Malo;;;intra-muros + extra-muros + Saint Servan + Paramé + Rothéneuf;intra-muros + extra-muros + Saint Servan + Paramé + Rothéneuf;2;48.64963077;-1.968184435
868;ROCHES DE SAINT-QUAY ;ROCHES DE SAINT-QUAY ;Ville de Saint-Quay-Portrieux;Ville de Saint-Quay-Portrieux;;;;;2;48.65182;-2.831649
999;;;COLO_TEST;COLO_TEST;;;UNIT_TEST;UNIT_TEST;3;40.999999;0.999999
1000;;Lagune de Gachon;;GACHON_1;Gâchon Est;;;;1;43.470432179362;3.8267670803927
1001;;Etang du Prévost;;PREVOST_2;Maguelone;;;;1;43.510309899942;3.8873724876354
1002;;Etang de Vic;;VIC_2;La Croix de l'étang;;;;1;43.49179616732;3.8081407722964
1003;;Salin de Fos;;SFOS_4;;;;;1;43.441182804927;4.9583769150052
1004;;Port-Saint-Louis;;FGRA_1;Fléche de la Gracieuse;;;;1;43.385120014516;4.9150029491069
1005;;Port-Saint-Louis;;NAP_0;Plage Napoleon;;;;1;43.364730899609;4.8977875430491
1006;;Etang de Salses-Leucate;;LEUCATE_4;Avant port;;;;1;42.870180060351;3.0483974384058
1007;;Gruissan;;GRAZEL_3;Plage des Chalets;;;;1;43.108965859026;3.1211872546289
1008;;Salin de Tallavignes;;TALLAVIGNES_3;;;;;1;43.029577173333;3.0187716430153
1009;;Salin de Gruissan;;SALINS_DE_GRUISSAN_TOTAL;;;;;1;43.088285653306;3.0886118978403
1010;;Salin de Sainte Lucie;;STE_LUCIE_TOTAL;;;;;1;43.040498521677;3.0607638124997
1011;;Salines de l'Estarac;;ESTARAC_2;;Oui;;;1;43.107667123695;2.9682726811461
1012;;Canavérier;;ECA_1;Canavérier;;;;1;43.564061098287;4.2285051529223
1013;;Domaine de Jarras;;JAR_1;Grande Baisse;Oui;;;1;43.493111140232;4.1916688832015
1014;;Grau-du-Roi;;SIC_3;Lagune de la Sicarex;;;;1;43.497178721794;4.1418880311034
1015;;Grau-du-Roi;;SIC_4b;Lagune de la Sicarex;;;;1;43.497745911809;4.1422110344229
1016;;Lairan;;DUS_0;Clos de Dussol;;;;1;43.553572294439;4.3008526567509
1017;;Lairan;;VAL_2;Clos de Valagus;;;;1;43.537093025775;4.2526369295663
1018;;Lairan;;PLA_1;Clos des Plantiers;;;;1;43.546250981711;4.2672725773988
1019;;Lairan;;PIG_4;Clos du Pigeonnier;;;;1;43.531264135906;4.2554254192204
1020;;Lairan;;PIG_5;Clos du Pigeonnier;;;;1;43.534547920837;4.2518311385489
1021;;Marais du Vigueirat;;MDV_6;Baisse claire;;;;1;43.517623989564;4.7709149901643
1022;;Marais du Vigueirat;;MDV-B_2;Demi-Lune;;;;1;43.50610210817;4.7906250823598
1023;;Marais du Vigueirat;;MDV-B_5;Pisci sud;Oui;;;1;43.52155388774;4.7671570515974
1024;;Marais du Vigueirat;;MDV_1;Rizières;Oui;;;1;43.50624704191;4.790057978961
1025;;Marais du Vigueirat;;MDV_2;Rizières;;;;1;43.506988584662;4.7890765232102
1026;;Marais du Vigueirat;;MDV_5;Rizières;;;;1;43.505560519538;4.7892907697402
1027;;Marais du Vigueirat;;MDV-B_1;Rizières;;;;1;43.506065732394;4.7851736233618
1028;;Port-Saint-Louis;;SCB_0;Salin du Caban;;;;1;43.435528631562;4.8089850731673
1029;;Salin des Pesquiers;;PC-Mezee;Partènements de la Capte;Oui;;;1;43.056952971965;6.1430759634823
1030;;Salin des Pesquiers;;PC-Protee;Partènements de la Capte;Oui;;;1;43.057031007484;6.1420009844005
1031;;Tartuguières;;BASTIT_M;Grand Bastit;;;;1;43.609773701069;4.093911138457
1032;;Tartuguières;;BASTIT_N;Grand Bastit;;;;1;43.610351185629;4.0929423762196
1033;;Tartuguières;;CAYRELLES_1;Cayrelles CE;;;;1;43.616050546235;4.0989994380626
1034;;Tartuguières;;CAYRELLES_4;Cayrelles CO;;;;1;43.615736936031;4.095905339664
1035;;Tartuguières;;BASTIT_TOTAL;Grand Bastit;;;;1;43.608543180807;4.0982280200552
1036;;Tartuguières;;BASTIT_A;Grand Bastit;;;;1;43.610977550712;4.0967932236589
1037;;Tartuguières;;BASTIT_J1;Grand Bastit;;;;1;43.609211498384;4.1027009650591
